building_id,mean_temp,std_temp,pct_above_18,pct_below_15
23,14.358235381117117,7.140830481643084,37.36725117312917,53.939244257841445
25,17.0022261743727,6.7803048465418385,51.77257696547127,38.64807362026095
26,19.481284270709764,5.8685491963200365,67.77206422499738,23.12677090985413
27,14.991747695770927,6.784942885131829,38.51429156324369,51.127203869085704
68,12.677884305462262,6.753779670368225,26.983781247905636,64.74096910394745
69,14.447028138245466,6.7029653481162255,35.33575408711367,53.546627399139915
73,14.716036705427419,6.786697503044278,38.09410268637736,52.28421554601812
75,14.253985987011413,6.788479156525511,34.94817453749807,56.237990378276784
76,14.010940365220947,6.749931935755125,34.447755374846835,56.618302328172
78,15.693998762538445,6.865433088008199,43.24828548614583,46.74895338164071
79,14.323667662331243,6.996297672356377,36.60455742338015,54.211871539655455
87,14.625608358122257,6.985473087663455,39.02333309253774,51.87393694220249
88,16.068787186324993,6.947301802692768,46.438064103475234,43.97697391798735
108,16.912467784083912,6.7378853909903125,50.95186340847737,39.13099370098985
114,14.676481154563357,6.9719256201880855,38.26748251748251,52.501748251748246
124,15.227503102504093,6.70466619589324,39.68302039168181,49.198177150933056
125,15.376741941123008,6.3966486312133055,39.518825523708806,48.730190821293604
132,11.494454933202636,6.378623990291323,21.020953887689913,71.9250578231
133,11.686992190902261,6.784686784583776,23.33361351601244,70.35157831997371
136,13.093163573212804,7.046996504226666,29.817757079321343,62.368409230446694
139,12.623565631993982,6.799616933824927,26.333720898791334,65.49901306005462
153,12.273970933854063,6.590575810269417,25.119929603451702,66.2976525021999
154,11.766098789421136,6.691292975939879,23.629735882825145,68.98498466883365
156,13.9228406988589,6.824479202842628,33.1740665898661,56.40875526430096
176,10.0770586577978,6.549913570429044,17.68596180011367,77.66563904724178
178,12.45632943530696,7.565801710566017,30.62343384739577,63.3154504633289
179,12.356616019615004,7.16005003543251,26.95055521592744,66.51641924505233
184,15.235410183277411,6.7117374030325525,40.27820958990663,47.51928110802435
195,12.133914951039461,6.43287338503998,23.250615219882402,67.96535983318618
201,17.85562988001378,6.477207965777516,55.924632846622465,32.71516813433785
202,13.734069791204817,6.611303991313415,30.9728980346318,58.240682849919814
203,12.767652808227743,6.447038009234928,25.873275236020334,65.03812636165577
223,15.32829423258441,6.919501900774163,41.65453691075174,48.58282426562447
265,13.665355706365386,7.108271957397147,33.91744396310607,57.86077612561631
266,15.077921782955597,6.832031926676108,40.07011925795053,50.295384275618375
267,15.215049798600768,6.8511378732113295,40.531246755943116,49.87283296999896
268,14.180644482718726,7.0304995739121265,36.08650338718083,54.97003647733194
322,17.837251887422738,7.198891173877424,58.477894890938366,34.438588786414876
323,13.138251957615548,6.4733147340375705,28.21013133208255,61.5624765478424
329,10.560867545519084,6.440615938488317,18.322354441138973,75.03718657033575
335,14.832557077963484,6.62296814836656,38.17958800822541,51.03358707024063
338,15.246743059274523,7.746292254779098,44.44225012472975,48.30159654082821
341,16.301441545039435,6.554772492878751,46.3819070416916,42.02074606024337
343,14.632534129380025,7.641266315331504,39.544469816734,54.13548802623105
367,17.076067077615892,6.007425963435695,48.57005700570057,37.44134413441344
371,17.65113522038467,6.495064023154497,56.414819959629284,33.87992967681723
374,13.81429225326988,6.548281304047574,32.54791077599749,57.131095149880295
377,14.964318546894965,6.809332814678737,40.75583589411828,49.380559598900206
387,15.721206962979041,6.141746187642038,41.22971502650647,44.05977266939834
388,12.38818683614541,6.301183562904569,23.73370303463149,66.99715722107857
389,14.42123166544614,6.6613759075826335,34.30809988163012,55.433177385716704
390,14.632805034664349,6.701084015669372,36.71881466765996,53.77369423061005
393,9.276837380250509,6.1043601709072846,14.105344056212774,80.97054867839596
400,11.347667365121243,6.464675617798134,20.765350026152834,71.94054026692763
404,16.340720326955037,6.968676874665741,48.06308375440208,41.66666666666667
405,17.230853468154038,6.967423783194202,53.52027679433537,37.86744984443729
426,11.725796946895537,6.392977124469245,22.22392579247959,69.83594618421557
430,12.353599868912761,7.482568028485106,29.819665092314295,61.163589523400596
431,12.725158086270186,6.157122680774488,24.979352804264586,64.63698475861551
441,12.939509703126243,6.92283017976427,29.38010969678154,62.66974829533041
442,13.371316575854005,6.836922638222519,30.844917770133357,59.524056359266766
443,13.612880629805824,6.5648090957331755,30.953085477019997,59.54851333937861
444,12.754869947975184,6.639543991997589,27.53972581771566,63.64358216380144
445,13.236493087389007,6.7300446376772785,29.657069254384687,61.283980747068
446,13.103089827858007,6.686070950487606,29.18487993683927,61.89077814792706
447,11.969457636882964,6.52054907680032,23.10383327130629,68.3538022577844
459,14.060041347392996,7.016892587984006,36.04270793550637,53.89801238729389
461,15.452859924706905,6.862261395876768,42.492768311479914,45.78028335550348
462,9.00162209070771,5.9067190574337385,13.15978886756238,82.9864443378119
463,10.542487492095788,6.850182173821545,20.67229817991814,73.69851084211443
467,16.382615411994728,7.058766639088494,48.560033746213136,42.77907734785443
468,18.456802610236032,6.305288775063987,61.423351990049746,29.236629353233827
470,17.501745335698594,6.668550592230671,55.271638665772386,35.603396096778944
471,17.1490386854369,6.803047193722096,53.23511617639844,37.54108278692546
474,15.907183466019516,6.520323037119615,43.76473167790385,44.53900126075755
475,16.93665503714402,7.0203872194814245,53.4596441054973,38.24409490520072
476,14.85277093195078,6.951867221627523,39.29479707534174,49.507258662710605
477,14.653407448368856,6.711140036666409,36.64396643702991,53.380665727044004
489,13.3057017217286,6.073260101668855,26.538079503760315,60.590703614360145
495,13.05596009959315,6.981780384934218,30.189937091671617,60.72774875456055
496,11.988987263927866,7.322467510857511,28.26135453984751,65.27302074721467
500,12.873046538290657,6.854872052686571,28.096399277955474,63.76054301126347
517,14.146936941800329,7.1382099297109,36.21179764952128,55.338075775360984
518,14.548332814274868,6.7960510721122285,36.53995589625118,53.28887955476216
519,14.85233932965573,7.286906874548432,40.56696947003983,51.36912707973822
524,19.04266161524622,5.972993873137462,65.76861021475464,24.28925114053633
525,18.056475572195804,6.366519232171378,58.71540426244609,30.60196234420578
526,16.043399489586776,7.0491395288280065,46.92989431376235,43.60750068674368
539,16.821181904710908,7.099885863500926,52.231316658081006,38.952168355179055
546,15.881813328679392,6.811476776708216,44.89342967082012,45.21066788897868
553,18.21679664549524,7.162981470346099,60.93491274996816,32.052331823061664
558,14.611811772009816,7.275318497845918,38.38982090228973,53.32690999773294
559,15.289918928930472,7.068597812193268,41.33094598627275,49.81319009250969
592,11.48234800365901,6.957227425319406,23.38315864697475,70.6010798793076
593,13.587296522920088,7.263198853766168,33.77942879197221,58.77942879197221
594,13.848170372819379,7.18954529056468,34.81293797110053,57.480890943208195
596,13.616448019223332,7.428643367271573,33.95631594945503,59.08463241999219
597,15.45418341129318,6.891692605149995,41.92690722127009,49.07313909861504
603,11.764895178386706,6.432456218042082,23.205565339028563,68.2828131439919
607,11.681597172272351,6.650485191367871,23.528823058446758,68.53482786228983
613,17.089248020961172,6.902407796179015,53.28094360055024,37.85231363596453
614,14.34735418187929,6.8180151641841436,36.19653789619397,53.88666105347281
616,15.286518519756621,6.596522998614516,40.83483904273756,48.39411482724289
617,11.655503773939184,6.586630706842008,22.343630138267816,70.09373772148109
618,12.20916075247314,6.564176980141659,23.829331576129483,67.67843169556443
619,14.657262654529394,7.111728882627081,38.85517772496116,52.32961108971891
621,16.812799200136407,6.482702753282201,48.795798795798795,39.460539460539465
622,15.28559655405189,7.172891383794515,41.52503507068091,50.10251429804683
624,16.12235385448709,6.539061139129994,46.14696342690974,42.67419751705626
626,17.22749994367375,6.684054067929988,51.36056729888372,37.90927289383503
627,15.233894533671403,6.872162766461767,40.94722633919119,48.63434257886936
629,13.041445688042696,6.556435159009913,27.841163965439904,62.99611881497085
630,13.795019967776451,6.605919235800503,31.924994065986233,57.803228103489204
632,12.530490651550243,6.825399753466329,26.73417473828393,64.67892900238071
633,16.64144493596965,6.601763639480324,48.05627394960259,40.78913517392658
635,15.68192508321057,7.425183358582379,45.44981799271971,46.8778751150046
637,14.529987307001809,6.6764626548647,35.99929065437134,53.971653457377876
639,16.231848596577162,6.780504004032779,47.077368549238216,41.52166265255865
